Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2010-01-04,85.5156478881836,85.56092036689142,84.1423270504128,84.79125944422042,118944600
2010-01-05,85.74199676513672,85.77972766019697,85.1534316465252,85.4628088666256,111579900
2010-01-06,85.80235290527344,86.01363207392798,85.5910737366189,85.65898243071832,116074400
2010-01-07,86.16455841064453,86.27019800543312,85.4024392565902,85.64390200995355,131091100
2010-01-08,86.4513168334961,86.48904773758679,85.76465928308144,85.93820762527218,126402800
2010-01-11,86.572021484375,86.87384558606472,86.20227717303138,86.83612045181637,106375700
2010-01-12,85.7646484375,86.17965954537793,85.43263494565609,85.99856389388441,163333500
2010-01-13,86.4890365600586,86.73049934702127,85.5458216489658,85.98346899244837,161822000
2010-01-14,86.72293853759766,86.88139792720277,86.33810530174176,86.39092509827681,115718800
2010-01-15,85.74952697753906,86.65501070896217,85.41751358945218,86.57201311886561,212283100
2010-01-19,86.82103729248047,86.873857092965,85.7118157253788,85.73445771723772,139172700
2010-01-20,85.9382095336914,86.36076803563797,85.25155196802824,86.23249216996531,216490200
2010-01-21,84.28568267822266,86.22493231724866,84.18004306807548,85.96083329188072,344859600
2010-01-22,82.40679931640625,84.31586536735463,82.31624861282687,83.90839583663778,345942400
2010-01-25,82.82937622070312,83.31230765721008,82.55773556325225,83.1613897842616,186937500
2010-01-26,82.48226165771484,83.35756792172538,82.27852975525853,82.50489789610695,211168800
2010-01-27,82.8746109008789,83.06325382521474,81.74275335486394,82.37659081730824,271863600
2010-01-28,81.92386627197266,83.19154722182031,81.4258518400288,83.14627475262353,316104000
2010-01-29,81.03349304199219,82.85201446944961,80.90521717348791,82.27853809205737,310677600
2010-02-01,82.29361724853516,82.30116458017869,81.11648681694321,81.60695974908228,187865000
2010-02-02,83.2896499633789,83.44810938241841,82.15779203573071,82.44453306183495,216327900
2010-02-03,82.8746109008789,83.3650836555371,82.63314818800606,82.91233603159097,172730700
2010-02-04,80.316650390625,82.2709892257624,80.30155572583064,82.23326407763219,356715700
2010-02-05,80.48263549804688,80.64863646760699,78.91312468371794,80.40717370824302,493585800
2010-02-08,79.90160369873047,80.98818888204944,79.84123657589593,80.54298854730182,224166900
2010-02-09,80.90520477294922,81.60695691128649,80.1883579718498,80.83729030437358,337820500
2010-02-10,80.74671936035156,81.19191390075201,80.06760367786129,80.77690291923172,240511500
2010-02-11,81.59184265136719,81.68239333541008,80.17324980958264,80.6410863750824,223591600
2010-02-12,81.52395629882812,81.5692287747943,80.3694621062727,80.73165342785659,304622100
2010-02-16,82.80670928955078,82.88971264967807,81.3579327877534,82.1426881654585,159317500
2010-02-17,83.1991195678711,83.31230653182148,82.80673886043354,83.2066611437205,168845100
2010-02-18,83.68956756591797,83.86311586944515,83.03308797671491,83.06327154187755,193708600
2010-02-19,83.86312103271484,84.1875871820319,83.27455586812266,83.47074617529564,222684900
2010-02-22,83.87818908691406,84.19510780471148,83.62917905567683,84.17247157585808,132346900
2010-02-23,82.85955047607422,83.9084051081566,82.6407239026065,83.65185338839086,207497000
2010-02-24,83.6216812133789,83.75750442380276,82.89729267676121,83.108571946992,176350700
2010-02-25,83.50849151611328,83.56885866475736,82.20308502902212,82.42945320104516,259634700
2010-02-26,83.56130981445312,83.84805088684111,83.08593148060238,83.58394605555154,173589300
2010-03-01,84.4290542602539,84.5120576345563,83.88576154006628,83.90839777725293,147709700
2010-03-02,84.6629638671875,85.07043337915754,84.5120517917586,84.7912454639214,160992400
2010-03-03,84.7384033203125,85.24396497232591,84.52711841072056,84.88176802709346,150785000
2010-03-04,84.99495697021484,85.11569120716223,84.53466776647218,84.85158650307115,135770400
2010-03-05,86.20984649658203,86.27775520970943,85.3420875905264,85.54582524376298,176118800
2010-03-08,86.22491455078125,86.41355749530699,86.07400249793096,86.21737297798678,114631200
2010-03-09,86.36829376220703,86.76821592392348,85.92309913144388,85.9683716004906,154556700
2010-03-10,86.75314331054688,86.98705878711522,86.33058483495827,86.40604088318089,186088800
2010-03-11,87.11531829833984,87.13796028979276,86.28529040978383,86.54938940747078,160791100
2010-03-12,87.12289428710938,87.50772767142716,86.88143144452195,87.4926330054933,162074800
2010-03-15,87.14552307128906,87.20589021600185,86.4739544179107,86.97197472639952,146816800
2010-03-16,87.83972930908203,87.92272693273308,87.14551869361358,87.38698150340728,168673000
2010-03-17,88.36034393310547,88.64708486033949,87.84723495255133,88.10379232129097,177468100
2010-03-18,88.3150863647461,88.48863465919455,87.96043668879564,88.36790616178598,196509100
2010-03-19,87.86808013916016,88.86821670678637,87.52712094389791,87.86808013916016,226641100
2010-03-22,88.33781433105469,88.49693204853116,87.31494857670215,87.36798588898314,184477800
2010-03-23,88.95911407470703,89.03488083553805,88.17869967431103,88.4666214583555,182941600
2010-03-24,88.52725219726562,88.9742860182715,87.57258038136399,88.62575421205801,196072600
2010-03-25,88.38328552246094,89.53495543707741,88.27721089008708,89.12580794907798,223396300
2010-03-26,88.33023834228516,88.96668606545512,87.98170662045875,88.54996599356048,205808500
2010-03-29,88.89092254638672,89.05003448298089,88.4135867366042,88.7772695114956,134513500
2010-03-30,88.95156860351562,89.27737099830473,88.58030729152097,88.99702752072116,145772500
2010-03-31,88.64848327636719,89.04247399189403,88.3529887945634,88.61059699690121,161078700
2010-04-01,89.25463104248047,89.59558444269348,88.7242520213733,89.25463104248047,161215200
2010-04-05,89.98197937011719,90.04258931011412,89.34552586476642,89.59556137689113,105847600
2010-04-06,90.19416046142578,90.35327244879144,89.62590088627616,89.72439713160671,110384200
2010-04-07,89.67892456054688,90.4366038787126,89.26219862330194,90.01230531034281,184576300
2010-04-08,89.98957061767578,90.14110995060334,89.1030871974289,89.36827380425902,158704000
2010-04-09,90.58055114746094,90.61843163927954,90.01229174447971,90.178976313622,133006500
2010-04-12,90.7245101928711,90.95939468710237,90.58812769902623,90.69420232972404,110279000
2010-04-13,90.79271697998047,90.95182894819575,90.16384173848577,90.63360501176518,125043600
2010-04-14,91.82316589355469,91.82316589355469,90.98214131947287,91.1260964708122,161609000
2010-04-15,91.89891815185547,92.11106741978352,91.64130419748996,91.67161206157026,144615300
2010-04-16,90.43659973144531,91.89892097967102,89.97441490610846,91.5731186565751,366786700
2010-04-19,90.77754974365234,90.86847333533255,89.76226231607612,90.17140980768613,217947800
2010-04-20,91.58828735351562,91.66405992097103,90.82303529180658,91.34583016731007,157708000
2010-04-21,91.42158508300781,91.85346204319413,90.91393556999633,91.64130698817146,192910100
2010-04-22,91.69432067871094,91.80797369802809,90.25473503613595,90.77752967598256,115360300
2010-04-23,92.29289245605469,92.33077872459467,91.39883085646132,91.6337153162698,177335500
2010-04-26,91.94437408447266,92.52779033304301,91.85345627580577,92.32321370227488,143457300
2010-04-27,89.76985931396484,91.93681711498701,89.59559050565407,91.41402225132504,355853300
2010-04-28,90.4517593383789,90.67906545718182,89.61073479169674,90.20172954445738,300674100
2010-04-29,91.57312774658203,91.76254758623976,90.97456035958744,90.99728981544482,193775000
2010-04-30,90.01988220214844,91.68678024938873,89.99715274642918,91.588278233759,270000900
2010-05-03,91.18672943115234,91.43676506107917,90.31539682363028,90.45177936898709,182747900
2010-05-04,89.04244232177734,90.18653934323514,88.58783603305062,90.17138830521837,360353400
2010-05-05,88.51210021972656,89.25462851600439,87.86807393720163,88.31510197285536,328973200
2010-05-06,85.57230377197266,88.6484799441637,79.5563281550187,88.0877988690774,647356600
2010-05-07,84.29939270019531,86.20116340435202,82.89768728162322,85.34498795596953,637558800
2010-05-10,88.01200103759766,88.38326215273976,87.06490222708959,87.7468087461495,396159600
2010-05-11,87.76200103759766,88.9212495253256,87.06493741866296,87.18616310947849,317849800
2010-05-12,88.98944091796875,89.11825080592254,87.95899649814798,88.11053584261276,235607100
2010-05-13,87.8832015991211,89.16368119215939,87.80743484144678,88.74695535400105,234452500
2010-05-14,86.29210662841797,87.38316681706439,85.51927618188348,87.22405483632596,345601400
2010-05-17,86.3375473022461,86.76942423890371,84.68580632367885,86.52696711272108,325739800
2010-05-18,85.16316223144531,87.29981782079285,84.8828187838877,87.04220382940359,360556800
2010-05-19,84.67823028564453,85.44348212711138,83.61747823354524,84.68580291570241,394742700
2010-05-20,81.4808349609375,83.26138021106003,81.4277976396363,82.87496213836016,530418300
2010-05-21,82.67039489746094,82.87496577985878,79.82909731583425,80.2458232733934,500909400
2010-05-24,81.60961151123047,82.88251257343008,81.53384476075136,82.22332970493353,269823000
2010-05-25,81.6929702758789,81.7308565477442,79.08655200477737,79.63966035858986,396505200
2010-05-26,81.20049285888672,82.94315763980107,80.95803570316802,82.19305671752052,349719300
2010-05-27,83.92057800292969,83.95088587478736,82.42037013946978,82.73102149053437,300870500
2010-05-28,82.86737823486328,83.89024402403852,82.47338180396247,83.82962829918706,297933500
2010-06-01,81.47325897216797,83.30684159812272,81.35203328300331,82.09455580330282,277909400
2010-06-02,83.5947265625,83.60229919054505,81.45807198547804,81.8899487899623,240243700
2010-06-03,83.88269805908203,84.14788473208921,83.02652229176287,83.83723913817677,226618300
2010-06-04,80.93528747558594,82.83706378190053,80.6625225160893,82.29153386290723,398475600
2010-06-07,79.92757415771484,81.53385608181554,79.86696421729532,81.22320484689466,264609100
2010-06-08,80.78376770019531,80.94287965686647,79.29113857917905,79.98820213620532,357774300
2010-06-09,80.35189819335938,82.04151992381226,80.01093901402616,81.25353269815731,268023300
2010-06-10,82.70069885253906,82.79919508301349,80.34431570721297,81.72329183702718,317890600
2010-06-11,83.10225677490234,83.15529408888176,81.92027904585633,81.97331635983574,214128200
2010-06-14,82.97346496582031,84.19332914837938,82.89011977715097,83.73871692631586,207196100
2010-06-15,84.86007690429688,84.93584367397749,83.41290674667107,83.55686765550801,238268700
2010-06-16,84.8297348022461,85.17826642661356,84.25389717994558,84.4205874743456,216374000
2010-06-17,84.96615600585938,85.11011692226641,84.1402883458353,85.07223064511689,263185800
2010-06-18,85.05828094482422,85.3627899594234,84.78421818517523,85.134408198474,174006600
2010-06-21,84.81465911865234,86.17735246213766,84.34266091494106,86.11645415209135,213140700
2010-06-22,83.41389465332031,85.18768791624774,83.29209222332126,84.81466035119651,239355400
2010-06-23,83.15508270263672,83.76410662888314,82.58411950470308,83.46720623060868,254639900
2010-06-24,81.77713775634766,82.85055114006346,81.56397913470853,82.74397182924389,268523600
2010-06-25,82.11972045898438,82.53842324185442,81.28230327697042,82.02074980576258,238726500
2010-06-28,81.86088562011719,82.46230080955196,81.56398525937736,82.24152770395156,169218600
2010-06-29,79.33340454101562,81.8456440515397,78.8309601237924,80.71132671542973,373649500
